,Feature_ID,Kingdom,Phylum,Class,Order,Family,Genus,Species,Cluster
331,004d7f73c0854dbd17f02223742c9f82,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Nitrosomonadaceae, g__Ellin6067, s__uncultured_beta,9
1034,00d4db15b2afdc9dbc6e4ba8b6c112b9,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Nitrosomonadaceae, g__Ellin6067, s__uncultured_bacterium,9
7022,05bbbeb21f69a86ab6dcef5c05206e5b,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Nitrosomonadaceae, g__Ellin6067,,9
10072,082f0f76f4d67b940c9ad3484008642d,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Nitrosomonadaceae, g__Ellin6067, s__alpha_proteobacterium,9
25654,14d6b48f6c993ac654ab97eaea5877ae,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Nitrosomonadaceae, g__Ellin6067, s__uncultured_bacterium,9
36627,1de7f4a6ea2e3a637d90f7a59935fda8,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Nitrosomonadaceae, g__Ellin6067, s__uncultured_beta,9
49719,288e1573d062bdcc79ea6e156c32926d,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Nitrosomonadaceae, g__Ellin6067, s__uncultured_beta,9
55144,2d0c13fa56129c81a7d0721412b3f221,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Nitrosomonadaceae, g__Ellin6067, s__uncultured_beta,9
72141,3ae6fde84493265573ab8f9c4a1a98bb,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Nitrosomonadaceae, g__Ellin6067, s__uncultured_bacterium,9
73862,3c65090252f23c51beccf112aedf252b,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Nitrosomonadaceae, g__Ellin6067, s__uncultured_bacterium,9
82674,438f2eb0f6aac610c2627a4b2f03420f,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Nitrosomonadaceae, g__Ellin6067,,9
92971,4c23767c80e148ecfcd693efdbafece0,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Nitrosomonadaceae, g__Ellin6067, s__uncultured_beta,9
96390,4efb46b60c5057c6a8d4c9a19d369d86,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Nitrosomonadaceae, g__Ellin6067,,9
104617,55bf7484e1537dee9d973bca41d9a911,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Nitrosomonadaceae, g__Ellin6067,,9
121442,63c88d3a6881e0a6567b78b5c9d8ff0d,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Nitrosomonadaceae, g__Ellin6067, s__uncultured_beta,9
123408,65605ff1b8a4d5128eab10c078cefc0e,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Nitrosomonadaceae, g__Ellin6067, s__uncultured_beta,9
139964,72db54969f29945b8aa77b455808fb9f,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Nitrosomonadaceae, g__Ellin6067,,9
156047,7ff2d1cd9ed5c35ba6451f0a367bed9a,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Nitrosomonadaceae, g__Ellin6067,,9
163821,864c9cb46b61332f6023e1ff0bfb952e,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Nitrosomonadaceae, g__Ellin6067,,9
195035,9fec1dfb6892e8d2ebfa410b05e46ed6,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Nitrosomonadaceae, g__Ellin6067, s__uncultured_bacterium,9
222304,b6491ccb4b72c670b6f2c9281d866095,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Nitrosomonadaceae, g__Ellin6067, s__uncultured_bacterium,9
231612,be0418aa970e80f55ae319e0078c2e21,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Nitrosomonadaceae, g__Ellin6067,,9
247786,cb4bac6a556b040093a7b3fefe205a3b,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Nitrosomonadaceae, g__Ellin6067,,9
248761,cc22705b9a40ada375ce99c6893743ad,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Nitrosomonadaceae, g__Ellin6067,,9
248796,cc2a0d51682ed83142426ea35f7f10d6,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Nitrosomonadaceae, g__Ellin6067,,9
249390,cca47a15851f91078a8e668f6db086e4,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Nitrosomonadaceae, g__Ellin6067,,9
255548,d1cfc3e2dd4c2dcaa6fbf1b8ac7dcd4e,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Nitrosomonadaceae, g__Ellin6067, s__uncultured_bacterium,9
256829,d2d69af40337eb6f7a235f1a150d8aec,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Nitrosomonadaceae, g__Ellin6067,,9
262667,d79deb1eaf518761624a2423e07dc949,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Nitrosomonadaceae, g__Ellin6067,,9
265746,da273b7dce73632634d2b11c2f69ea22,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Nitrosomonadaceae, g__Ellin6067, s__uncultured_bacterium,9
41291,21a8c02f46a09a9a7fed8602d25764a0,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Nitrosomonadaceae, g__GOUTA6, s__metagenome,9
151431,7c398b4439a350fb136f194f52ef3f03,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Nitrosomonadaceae, g__GOUTA6, s__uncultured_bacterium,9
153433,7dd82b66cabbe6f0f24fb073a9d88cda,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Nitrosomonadaceae, g__GOUTA6,,9
158534,82074fa4e11d5e1138491815ad9701ef,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Nitrosomonadaceae, g__GOUTA6, s__metagenome,9
247289,cae0d43c3ac34e56174ce96b182077fb,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Nitrosomonadaceae, g__GOUTA6, s__uncultured_bacterium,9
32698,1aa7c51c9467a1c1b490d3f8f925b397,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Nitrosomonadaceae, g__IS-44,,9
81257,42787863f2ec1e0771714ac27220e0ac,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Nitrosomonadaceae, g__IS-44,,9
124204,65fbef2b52c393c7c19a34cf646b4a1d,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Nitrosomonadaceae, g__IS-44,,9
207022,a9d2e964e086b15c1c4a8414ac59309a,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Nitrosomonadaceae, g__IS-44, s__metagenome,9
217463,b27225df87ae4c91db1007de240ae769,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Nitrosomonadaceae, g__IS-44, s__metagenome,9
222879,b6bea00767e90d5687693540788f99a0,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Nitrosomonadaceae, g__IS-44, s__metagenome,9
250548,cd9aa6492e045be2099f2371c262ac8a,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Nitrosomonadaceae, g__IS-44,,9
262047,d716b65f1b967ff67df8d5734ecd00fa,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Nitrosomonadaceae, g__IS-44,,9
63713,341a54c31869ae9f92842fe9e8ea9da5,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Nitrosomonadaceae, g__mle1-7, s__uncultured_bacterium,9
95008,4dd8477db33d3d995c7903cbe09eaa6d,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Nitrosomonadaceae, g__MND1, s__metagenome,9
102042,5389a64bf77aa9c3f4be1f3e386b0893,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Nitrosomonadaceae, g__MND1,,9
144278,7668df8a2e7ca72b4500d666173d62b2,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Nitrosomonadaceae, g__MND1,,9
195496,a051c978ffa88e9d9484bb2ac1420650,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Nitrosomonadaceae, g__MND1,,9
203092,a6978357f54acbb87ad210a76c2e0072,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Nitrosomonadaceae, g__MND1,,9
283474,e88c093c0b3e2843c91c7f2b138cf9d3,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Nitrosomonadaceae, g__MND1,,9
305831,fa870a96de36c0b640a98849f10cd937,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Nitrosomonadaceae, g__MND1,,9
209992,ac52ac4fbce3f329b7e3d43e8d1f8c3d,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Nitrosomonadaceae, g__Nitrosomonas,,9
122856,64ed4b451b12c968bfff0288412e0c8a,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Nitrosomonadaceae, g__Nitrosospira,,9
221891,b5ee35e8b9f03c3faf87a55bb0a545e6,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Nitrosomonadaceae, g__Nitrosospira,,9
20023,103fdc825cb07c032a15629c887672e4,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Oxalobacteraceae, g__[Aquaspirillum]_arcticum_group, s__uncultured_bacterium,9
49123,28192e78c8cf354efca21de24f6203be,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Oxalobacteraceae, g__[Aquaspirillum]_arcticum_group, s__uncultured_bacterium,9
144068,7641360495ab21abed690332be06127f,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Oxalobacteraceae, g__[Aquaspirillum]_arcticum_group, s__uncultured_bacterium,9
255927,d2231b54849ab15634204bace40c22db,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Oxalobacteraceae, g__[Aquaspirillum]_arcticum_group, s__uncultured_bacterium,9
137960,71316ea318aa0b520dbfbc3e31f4260b,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Oxalobacteraceae, g__Actimicrobium, s__uncultured_bacterium,9
6709,05773d9c92182317f4b6c57c4d4ded41,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Oxalobacteraceae, g__Glaciimonas, s__uncultured_bacterium,9
202163,a5dba28babb539f1d37033ed04b2d5f7,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Oxalobacteraceae, g__Glaciimonas,,9
73886,3c6b30e745ba89a3f115d84644c5ca88,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Oxalobacteraceae, g__Massilia,,9
169927,8b497f91df99572868e65f31f0747b90,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Oxalobacteraceae, g__Massilia,,9
197308,a1d512d4b2c2a8d0951ad5f345768ea5,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Oxalobacteraceae, g__Massilia,,9
246165,c9f2e2af7eb6322445445a4050d627b2,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Oxalobacteraceae, g__Massilia,,9
112961,5cb5727bcb6da1364793efa80781c50f,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Oxalobacteraceae, g__Noviherbaspirillum,,9
233126,bf3c3a7f5701380ef12b5de918a55f03,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Oxalobacteraceae, g__Noviherbaspirillum,,9
60511,317f2169b1868b8e329892dc26f46c52,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Oxalobacteraceae, g__uncultured,,9
130694,6b2ca8768269d3312209de767379d6f1,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Oxalobacteraceae, g__uncultured, s__metagenome,9
30246,18a79d7a1afe9e38fab80f850392e489,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Oxalobacteraceae, g__Undibacterium, s__Oxalobacteraceae_bacterium,9
117479,6070b2ad548112d3a2bc0faf0fac2409,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Oxalobacteraceae, g__Undibacterium,,9
135545,6f32da5877b7a233638d94dde4bae1cf,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Oxalobacteraceae, g__Undibacterium,,9
159096,827d355e6024fde7ba6daacf8c502cf6,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Oxalobacteraceae, g__Undibacterium,,9
198955,a32cb913f252ac444c941cc903c66559,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Oxalobacteraceae, g__Undibacterium,,9
83913,4492c5a0881f7d3f18a69de97fcbbe8c,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Oxalobacteraceae,,,9
120480,62fa03ae40c088b842c68d2dafe48ba8,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Oxalobacteraceae,,,9
149796,7ae5c117a759e8d81f64eddbc6a23be0,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Oxalobacteraceae,,,9
158627,82193e2a3ee72256cb8735c5fd1eb91a,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Oxalobacteraceae,,,9
209168,aba8c17e313c37c938998554292445ba,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Oxalobacteraceae,,,9
173483,8e2ada998b16cff849a7bc559d4a3e34,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Rhodocyclaceae, g__Georgfuchsia, s__uncultured_bacterium,9
64566,34d218355d18fbf5d4e457178b438e90,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Rhodocyclaceae, g__Sulfuritalea,,9
292567,efff6314b7cea8ded815738021f09008,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Rhodocyclaceae, g__uncultured, s__uncultured_bacterium,9
135277,6ef8007e60208aea14864201124901e3,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Rhodocyclaceae,,,9
205089,a839a64b5213bedcc682e148529a0b85,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__SC-I-84, g__SC-I-84, s__metagenome,9
219171,b3ce901a199a298ff9f4bc98d20c3903,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__SC-I-84, g__SC-I-84,,9
148630,79f4fb8703829435918ee7ccf740e712,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Sulfuricellaceae, g__Sulfuriferula,,9
198769,a30707babc63cd373ababc23c3d04c3d,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Sulfuricellaceae, g__Sulfurirhabdus, s__Sulfurirhabdus_autotrophica,9
29545,180e60512666ba845ea890c9ed6a07fb,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Sutterellaceae, g__AAP99, s__metagenome,9
64471,34be1277d3e39ebcd2b8e8c276c561dc,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Sutterellaceae, g__AAP99, s__uncultured_bacterium,9
106945,57c15d47bcd1accc7b70e61d045f2e3f,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Sutterellaceae, g__AAP99, s__uncultured_bacterium,9
120092,62aa39a1182b1a2326bff3d2f58e2795,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Sutterellaceae, g__AAP99, s__uncultured_bacterium,9
121245,639ba270a8bfe30fd4695f1a579b39d6,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Sutterellaceae, g__AAP99, s__metagenome,9
125483,670696f1e1882976e57b75d81df61cfe,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Sutterellaceae, g__AAP99,,9
137866,712006c617a051bc7e7c609058592c0c,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Sutterellaceae, g__AAP99, s__uncultured_bacterium,9
141056,73cc0bc94d8fddaaa97d990c792d683d,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Sutterellaceae, g__AAP99, s__uncultured_Herbaspirillum,9
148253,79a1d6a6cd8b3a920a10d0cf39fd09fb,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Sutterellaceae, g__AAP99, s__uncultured_bacterium,9
212203,ae1eb7bbc18a5dbd2956683f6ce1e880,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Sutterellaceae, g__AAP99, s__metagenome,9
229959,bca05effab01a293809132d904725d9c,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Sutterellaceae, g__AAP99, s__uncultured_bacterium,9
261029,d6455fa917e3f86bb6f6a5e6204ea752,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Sutterellaceae, g__AAP99, s__uncultured_bacterium,9
51456,2a0b14ad5f4757ed48a3b85dcac938f9,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__TRA3-20, g__TRA3-20,,9
93699,4cc5c84b2665d7c5a6bf7651220d968a,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__TRA3-20, g__TRA3-20, s__metagenome,9
114473,5df506323b2a847a58a6758819b70ab4,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__TRA3-20, g__TRA3-20,,9
125720,67355f4da09bdcf7f89799f370d9e439,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__TRA3-20, g__TRA3-20,,9
167919,8995c6c16db43447f4e7ccc10425da10,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__TRA3-20, g__TRA3-20,,9
202876,a66eafb4a518ff8f29943059fba2f6f4,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__TRA3-20, g__TRA3-20, s__metagenome,9
239075,c420666513f90f1ba9093cb648cbc3be,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__TRA3-20, g__TRA3-20,,9
260934,d6321517d85de89a57c1d33eb1e5a90e,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__TRA3-20, g__TRA3-20,,9
271535,dee0ae012c88660437b72f29f7a0471e,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__TRA3-20, g__TRA3-20,,9
59785,30ee66b1ecfe2d1218dd77fe67b75804,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales,,,,9
153070,7d90cb1249095cba349710659d4f2cc1,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales,,,,9
238235,c368dcf368ebf0f467a305a988960b1b,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales,,,,9
238497,c3a1596e69122dcbc26ec6407a47bc55,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Cellvibrionales, f__Cellvibrionaceae, g__Cellvibrio,,9
289063,ed1e2999b0353a7f9d076a36d75100d9,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Cellvibrionales, f__Spongiibacteraceae, g__BD1-7_clade, s__metagenome,9
251531,ce67ff47b5744ec9c05e195d105f3823,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Coxiellales, f__Coxiellaceae, g__Coxiella,,9
47682,26e9af8b48c173b07391aa2b6a502dce,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Diplorickettsiales, f__Diplorickettsiaceae, g__Aquicella, s__uncultured_bacterium,9
139438,726e006b29ac9031f45d4c49b380e6d9,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Diplorickettsiales, f__Diplorickettsiaceae, g__Aquicella,,9
282900,e8165c825d679874a9c71c16408fbbfd,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Enterobacterales, f__Yersiniaceae, g__Serratia,,9
112700,5c7a37a43d5086911010ff83e2ff1185,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Ga0077536, f__Ga0077536, g__Ga0077536,,9
150262,7b4832f53940318cc7086197ca52e861,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Ga0077536, f__Ga0077536, g__Ga0077536, s__uncultured_sulfur-oxidizing,9
151727,7c7ac669ea1922328550d0fa4ab31ada,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Ga0077536, f__Ga0077536, g__Ga0077536,,9
24830,142d94cdc1b5ebed7bdb25895e6bc8bd,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Gammaproteobacteria_Incertae_Sedis, f__Unknown_Family, g__Candidatus_Ovatusbacter, s__uncultured_bacterium,9
4016,034aea7cd785dd7edbad82db8292538e,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__KI89A_clade, f__KI89A_clade, g__KI89A_clade, s__uncultured_bacterium,9
186077,98972220c4840f26d9e8fc4d7bd87103,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__KI89A_clade, f__KI89A_clade, g__KI89A_clade, s__uncultured_bacterium,9
40059,20b2cb7b46d06f2f716352cdeee787a8,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__MBMPE27, f__MBMPE27, g__MBMPE27, s__uncultured_bacterium,9
12419,0a127b7ffdff5cdb6ec6d78da0478033,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__PLTA13, f__PLTA13, g__PLTA13,,9
87234,475ae1f2e8e0d1d6f8cfc7261a816d30,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__PLTA13, f__PLTA13, g__PLTA13,,9
191893,9d513bbdcfbda4654a70c4a8725eaf54,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__PLTA13, f__PLTA13, g__PLTA13, s__uncultured_bacterium,9
258812,d4749ac17498807d58e9478be53dd856,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__PLTA13, f__PLTA13, g__PLTA13, s__uncultured_bacterium,9
49336,28400033019ee7056b4fc6040af066cd,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Pseudomonadales, f__Moraxellaceae, g__Acinetobacter,,9
157676,8144e3f5463bf440bdbdd71684a7b0b2,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Pseudomonadales, f__Pseudomonadaceae, g__Pseudomonas,,9
57613,2f1d99769218c1e4e2702ee637ad8c1a,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Salinisphaerales, f__Solimonadaceae, g__Polycyclovorans, s__uncultured_bacterium,9
142964,755909c258f4280d52be958118522f4c,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Salinisphaerales, f__Solimonadaceae, g__Polycyclovorans,,9
227635,baaba5e89614805ca4c8a1081f833686,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Salinisphaerales, f__Solimonadaceae, g__Polycyclovorans, s__uncultured_gamma,9
37813,1ed862ab30ea7ae41c295ba51bfa2352,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Salinisphaerales, f__Solimonadaceae, g__uncultured, s__uncultured_bacterium,9
129707,6a6760455f3eae9b8b0668fba44b11bb,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Steroidobacterales, f__Steroidobacteraceae, g__uncultured,,9
48474,278e8ff9fb0e677d3d057a2e349b0d3a,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__WD260, f__WD260, g__WD260, s__uncultured_bacterium,9
213305,af0d481f8b068bb69a977ac16bda7739,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__WD260, f__WD260, g__WD260, s__uncultured_bacterium,9
246819,ca7b9f2008e7acb1d2533532288a9057,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__WD260, f__WD260, g__WD260, s__uncultured_bacterium,9
275430,e212736548117aa54f74dec99efdcc25,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Xanthomonadales, f__Rhodanobacteraceae, g__Ahniella, s__uncultured_bacterium,9
68237,37c805ee1260add0122b82af633fab27,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Xanthomonadales, f__Rhodanobacteraceae, g__Dokdonella,,9
152615,7d3529f5bb94888aa8d2f57dc2b10a5d,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Xanthomonadales, f__Rhodanobacteraceae, g__Rhodanobacter, s__uncultured_Xanthomonadaceae,9
199406,a38f36efae47118b4fef7f8a50f894ae,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Xanthomonadales, f__Rhodanobacteraceae, g__Rhodanobacter, s__Rhodanobacter_sp.,9
273682,e09b590d7453867e75358127586cca8a,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Xanthomonadales, f__Rhodanobacteraceae, g__Rhodanobacter, s__uncultured_Xanthomonadaceae,9
182843,95dfe5811bc2e7eb638715996444474e,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Xanthomonadales, f__Rhodanobacteraceae, g__uncultured, s__uncultured_bacterium,9
3102,028a0fe33ce069c5349c44543a5fbf5e,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Xanthomonadales, f__Xanthomonadaceae, g__Arenimonas, s__uncultured_bacterium,9
127783,68df816bf0ab2ae8d2a4ea32004a0e45,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Xanthomonadales, f__Xanthomonadaceae, g__Arenimonas, s__Arenimonas_subflava,9
209862,ac3957964ca8e3234dc696aa581ac869,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Xanthomonadales, f__Xanthomonadaceae, g__Arenimonas,,9
